._|_SF 15797
시작하_|_VV 25
유쾌_|_XR 25
설마_|_MAG 25
남기_|_VV 25
온몸_|_NNG 25
도망치_|_VV 25
나중_|_NNG 25
확실_|_XR 25
신문_|_NNG 25
우리_|_NNM 25
기사_|_NNG 25
잠기_|_VV 25
알아듣_|_VV 25
싫_|_VA 25
내_|_NNG 25
곧장_|_MAG 25
입술_|_NNG 25
매달리_|_VV 25
전하_|_VV 25
미끄러지_|_VV 25
뻗_|_VV 25
근처_|_NNG 25
시_|_NNB 25
자세히_|_MAG 25
제일_|_MAG 25
시체_|_NNG 25
데려가_|_VV 25
최고_|_NNG 25
동굴_|_NNG 25
야_|_NNG 25
거미_|_NNG 25
더라_|_EFN 25
감히_|_MAG 24
차갑_|_VA 24
즉시_|_NNG 24
태연_|_NNG 24
환하_|_VA 24
불꽃_|_NNG 24
성큼성큼_|_MAG 24
딱딱_|_XR 24
부의_|_NNG 24
떠올리_|_VV 24
기쁘_|_VA 24
흘리_|_VV 24
넘_|_VV 24
힐끗_|_MAG 24
하_|_VX 24
라도_|_NNP 24
순식간_|_NNG 24
왼쪽_|_NNG 24
거든요_|_EFN 24
결정_|_NNG 24
틀림없_|_VA 24
역시_|_MAG 24
선물_|_NNG 24
선_|_NNG 24
찌푸리_|_VV 24
리_|_XSN 24
자라_|_VV 24
로즈_|_NNG 24
왠지_|_MAG 24
레이스_|_NNG 24
편_|_NNG 24
심하_|_VA 24
뚱뚱_|_MAG 24
망설이_|_VV 24
널_|_NNG 24
ㄹ게_|_EFN 24
던_|_NNP 24
학기_|_NNG 24
명이_|_NNG 24
크레이브_|_UN 24
약속_|_NNG 24
일기장_|_NNG 24
볼_|_NNG 24
미처_|_MAG 23
쏟아지_|_VV 23
멋지_|_VA 23
몇몇_|_MDT 23
미안_|_NNG 23
광경_|_NNG 23
작정_|_NNG 23
액체_|_NNG 23
조치_|_NNG 23
덕분_|_NNG 23
낮_|_VA 23
겪_|_VV 23
설득_|_NNG 23
만족_|_NNG 23
적어도_|_MAG 23
울리_|_VV 23
포도주_|_NNG 23
ㄴ지_|_ECS 23
빈정거리_|_VV 23
상태_|_NNG 23
불사조_|_NNG 23
쉽_|_VA 23
회장_|_NNG 23
현관문_|_NNG 23
다니_|_EFN 23
끄_|_VV 23
다행_|_NNG 23
교_|_NNG 23
흥미_|_NNG 23
오랫동안_|_NNG 23
피_|_VV 23
나서_|_VV 23
숲_|_NNG 23
뚫_|_VV 23
눕_|_VV 23
젊_|_VA 23
연기_|_NNG 23
젓_|_VV 23
거란_|_NNG 23
통로_|_NNG 23
떨어뜨리_|_VV 23
독약_|_NNG 23
노래_|_NNG 23
비우_|_VV 23
여인_|_NNG 23
가져오_|_VV 22
이어지_|_VV 22
내려앉_|_VV 22
정말_|_NNG 22
굳이_|_MAG 22
음_|_NNG 22
방문_|_NNG 22
받아들이_|_VV 22
바싹_|_MAG 22
취하_|_VV 22
분명_|_MAG 22
드러나_|_VV 22
으쓱_|_MAG 22
따위_|_NNB 22
옮기_|_VV 22
추측_|_NNG 22
돌아다니_|_VV 22
나의_|_NNG 22
부리_|_VV 22
따라가_|_VV 22
을까요_|_EFQ 22
탁자_|_NNG 22
나_|_VXV 22
내려놓_|_VV 22
엿듣_|_VV 22
재능_|_NNG 22
맞추_|_VV 22
불안_|_NNG 22
굴_|_VV 22
부엌_|_NNG 22
기_|_NNG 22
괜히_|_MAG 22
키스_|_NNG 22
충분히_|_MAG 22
이랑_|_JC 22
팔_|_VV 22
E_|_OL 22
덩치_|_NNG 22
틀_|_VV 22
선발_|_NNG 22
집중_|_NNG 21
반_|_NNG 21
7_|_NR 21
우울_|_NNG 21
희망_|_NNG 21
일부_|_NNG 21
없애_|_VV 21
맹세_|_NNG 21
버럭_|_MAG 21
초조_|_NNG 21
확신_|_NNG 21
별_|_NNG 21
모든_|_NNP 21
효과_|_NNG 21
이용_|_NNG 21
주변_|_NNG 21
멀리_|_MAG 21
흔적_|_NNG 21
가장자리_|_NNG 21
방향_|_NNG 21
붉_|_VA 21
악_|_NNG 21
틀리_|_VV 21
파수꾼_|_NNG 21
전부_|_NNG 21
어울리_|_VV 21
멍하니_|_MAG 21
그르_|_VV 21
반짝거리_|_VV 21
온갖_|_MDT 21
실망_|_NNG 21
이모_|_NNG 21
조용_|_XR 21
채_|_VV 21
주머니_|_NNG 21
아프_|_VA 21
ㄹ세_|_EFN 21
많이_|_MAG 21
더라도_|_ECD 21
마당_|_NNG 21
기_|_XSN 21
줄_|_NNG 21
쏜살같이_|_MAG 21
대연_|_NNG 21
해독제_|_NNG 21
꾸러미_|_NNG 21
병실_|_NNG 21
놈_|_NNB 20
진실_|_NNG 20
심장_|_NNG 20
똑같_|_VA 20
다소_|_MAG 20
블랙_|_NNG 20
하면서_|_NNG 20
그중_|_NNG 20
신_|_NNG 20
당황_|_NNG 20
증거_|_NNG 20
적_|_XSN 20
다고요_|_EFN 20
실리_|_VV 20
여기저기_|_NNG 20
늙_|_VV 20
눈동자_|_NNG 20
쫓_|_VV 20
이곳_|_NP 20
5_|_NR 20
치르_|_VV 20
간단_|_XR 20
단지_|_NNG 20
기사단_|_NNG 20
달_|_NNG 20
올려다보_|_VV 20
인정_|_NNG 20
부드럽_|_VA 20
언제_|_MAG 20
있_|_VXA 20
달리_|_MAG 20
한번_|_MAG 20
자_|_NNB 20
존재_|_NNG 20
6_|_NR 20
순_|_NNG 20
혹은_|_MAG 20
벗어나_|_VV 20
닦_|_VV 20
원래_|_NNG 20
비추_|_VV 20
는_|_EPT 20
테스트_|_NNG 20
살_|_NNM 20
빠져나가_|_VV 20
이리저리_|_MAG 20
의견_|_NNG 20
찌르_|_VV 20
투덜거리_|_VV 20
선반_|_NNG 20
비로소_|_MAG 20
신이_|_NNG 20
쯤_|_NNG 20
갑자_|_NNG 20
낮추_|_VV 20
진짜로_|_MAG 20
D_|_OL 20
A_|_OL 20
여름_|_NNG 20
키_|_VV 20
펼치_|_VV 20
묘약_|_NNG 20
이에_|_MAG 20
알아채_|_VV 20
지하_|_NNG 20
스치_|_VV 19
잊어버리_|_VV 19
힘없이_|_MAG 19
날아가_|_VV 19
어째서_|_MAG 19
불가능_|_NNG 19
개_|_NNG 19
뻔하_|_VXA 19
멍청_|_XR 19
예전_|_NNG 19
지난번_|_NNG 19
바쁘_|_VA 19
눈썹_|_NNG 19
는데요_|_ECD 19
저희_|_NP 19
내버리_|_VV 19
나시_|_NNG 19
그렇_|_VV 19
창백_|_XR 19
여동생_|_NNG 19
ㄹ까요_|_EFQ 19
기대_|_VV 19
뺨_|_NNG 19
늘어놓_|_VV 19
안타깝_|_VA 19
녀석_|_NNG 19
세_|_NNG 19
장소_|_NNG 19
부상_|_NNG 19
또한_|_MAG 19
수면_|_NNG 19
하_|_NNB 19
자꾸만_|_MAG 19
싸_|_VV 19
날리_|_VV 19
쯤_|_XSN 19
짝_|_NNG 19
에게서_|_JX 19
이외_|_NNG 19
언제나_|_MAG 19
란_|_JX 19
슬쩍_|_MAG 19
빠져나오_|_VV 19
두렵_|_VA 19
몰래_|_MAG 19
가끔_|_MAG 19
보관_|_NNG 19
너와_|_NNG 19
O_|_OL 19
빼앗_|_VV 19
운_|_NNG 19
차_|_NNG 19
그릇_|_NNG 19
종이_|_NNG 19
결혼_|_NNG 19
변신술_|_NNG 19
실력_|_NNG 19
건네주_|_VV 19
이봐_|_IC 19
스미스_|_NNG 19
찾아가_|_VV 19
연회장_|_NNG 19
유령_|_NNG 19
스프_|_NNG 19
휴게_|_NNG 19
호그스미드_|_UN 19
린느_|_UN 19
피브스_|_UN 19
주일_|_NNM 18
애쓰_|_VV 18
정_|_NNG 18
열_|_NNG 18
미리_|_MAG 18
결론_|_NNG 18
마주_|_MAG 18
ㅂ시오_|_EFN 18
심각_|_XR 18
꾸미_|_VV 18
뚝뚝_|_MAG 18
놓치_|_VV 18
유리잔_|_NNG 18
약간_|_NNG 18
의미_|_NNG 18
불구하_|_VV 18
직원_|_NNG 18
모퉁이_|_NNG 18
괴물_|_NNG 18
털썩_|_MAG 18
참_|_MAG 18
은빛_|_NNG 18
퍼스_|_UN 18
어렵_|_VA 18
나지막이_|_MAG 18
놀_|_VV 18
깊이_|_MAG 18
트릭스_|_UN 18
조그맣_|_VA 18
가르_|_VV 18
나르_|_VV 18
서둘_|_VV 18
죄송_|_XR 18
는다는_|_ETD 18
빨갛_|_VA 18
알버스_|_NNG 18
띄_|_VV 18
자랑_|_NNG 18
견디_|_VV 18
다만_|_MAG 18
면_|_NNG 18
감_|_VV 18
잠시_|_NNG 18
부분_|_NNG 18
트렁크_|_NNG 18
주의_|_NNG 18
요구_|_NNG 18
스들_|_UN 18
렴_|_EFO 18
가늘_|_VA 18
둥둥_|_MAG 18
혈통_|_NNG 18
허락_|_NNG 18
통과_|_NNG 18
마을_|_NNG 18
상상_|_NNG 18
짧_|_VA 18
저기_|_NP 18
계시_|_VV 18
오솔길_|_NNG 18
어리둥절_|_XR 18
부모님_|_NNG 18
그다지_|_MAG 18
하면_|_NNP 18
앨리_|_NNG 18
반박_|_NNG 18
론도_|_NNG 18
이_|_NNB 18
거짓말_|_NNG 18
캐비닛_|_NNG 18
딸_|_NNG 18
로켓_|_NNG 18
윅_|_UN 18
경기장_|_NNG 18
코_|_NNB 18
석_|_NNG 18
돈_|_NNG 17
분위기_|_NNG 17
날씨_|_NNG 17
월_|_NNM 17
......_|_SW 17
줄곧_|_MAG 17
내일_|_NNG 17
기어_|_NNG 17
상_|_NNG 17
물론_|_NNG 17
아야_|_ECS 17
불과_|_MAG 17
아즈카반_|_UN 17
더욱_|_MAG 17
조사_|_NNG 17
낫_|_VV 17
반대_|_NNG 17
마주치_|_VV 17
감시_|_NNG 17
보안_|_NNG 17
망_|_NNG 17
웅크리_|_VV 17
안락의자_|_NNG 17
만_|_NNB 17
특히_|_MAG 17
쏟_|_VV 17
끼어들_|_VV 17
곁_|_NNG 17
카_|_NNG 17
서_|_NNG 17
밝히_|_VV 17
둘러싸_|_VV 17
고요_|_NNG 17
돕_|_VV 17
눈빛_|_NNG 17
제_|_XPN 17
킬킬거리_|_VV 17
뚫어지_|_VV 17
사진_|_NNG 17
늘어지_|_VV 17
한창_|_MAG 17
꾸_|_VV 17
집안_|_NNG 17
순수_|_NNG 17
제안_|_NNG 17
빅_|_NNG 17
억지로_|_MAG 17
풀리_|_VV 17
자꾸나_|_EFA 17
밀치_|_VV 17
구스_|_UN 17
닫히_|_VV 17
웃기_|_VV 17
옳_|_VA 17
L_|_OL 17
쌓이_|_VV 17
얘_|_UN 17
든지_|_JX 17
층_|_NNG 17
세_|_VV 17
기가_|_NNG 17
잘생기_|_VA 17
토요일_|_NNG 17
거울_|_NNG 17
황금_|_NNG 17
그레이_|_NNG 17
니야_|_NNG 17
씨_|_NNG 17
점_|_NNB 17
재미있_|_VA 17
금지_|_NNG 17
얼르_|_VV 17
플리트_|_NNG 17
강의_|_NNG 17
질_|_XSN 16
굳_|_VA 16
얼어붙_|_VV 16
두려워하_|_VV 16
살_|_NNG 16
손짓_|_NNG 16
관련_|_NNG 16
늘_|_MAG 16
경고_|_NNG 16
색깔_|_NNG 16
공포_|_NNG 16
그렇게_|_MAG 16
자면_|_ECE 16
동물_|_NNG 16
더군_|_EFI 16
하루_|_NNG 16
낡_|_VA 16
기억나_|_VV 16
관하_|_VV 16
찾아내_|_VV 16
신비_|_NNG 16
뛰어나_|_VA 16
오른쪽_|_NNG 16
행복_|_NNG 16
주저앉_|_VV 16
의하_|_VV 16
가로막_|_VV 16
더럽_|_VA 16
외_|_NNB 16
펑_|_MAG 16
뒤집어쓰_|_VV 16
발걸음_|_NNG 16
손님_|_NNG 16
위로_|_NNG 16
풍기_|_VV 16
연신_|_MAG 16
임무_|_NNG 16
말씀드리_|_VV 16
만_|_NR 16
빼_|_VV 16
자세_|_NNG 16
맡기_|_VV 16
어떻게_|_MAG 16
뜨겁_|_VA 16
더라면_|_ECE 16
대_|_NNB 16
불구_|_XR 16
얼마_|_NNG 16
오래_|_MAG 16
마루_|_NNG 16
가시_|_VV 16
짐_|_NNG 16
인하_|_VV 16
대가_|_NNG 16
암호_|_NNG 16
4_|_NR 16
깨어나_|_VV 16
두루마리_|_NNG 16
오후_|_NNG 16
부디_|_MAG 16
달라지_|_VV 16
풀_|_VV 16
정신없이_|_MAG 16
퉁명_|_NNG 16
페_|_UN 16
적_|_NNB 16
론_|_XSN 16
파_|_NNG 16
언제_|_NP 16
가문_|_NNG 16
벅_|_UN 16
생일_|_NNG 16
감정_|_NNG 16
러_|_NNP 16
반쯤_|_NNG 16
사감_|_NNG 16
거든_|_ECD 16
지경_|_NNB 16
에다_|_JC 16
느와_|_UN 16
사귀_|_VV 16
형_|_NNG 16
하라_|_NNP 16
빙_|_MAG 16
일부러_|_MAG 16
용_|_XSN 16
진과_|_NNG 16
말없이_|_MAG 16
기차_|_NNG 16
만지_|_VV 16
고리_|_NNG 16
팬시_|_NNG 16
붓_|_VV 16
병동_|_NNG 16
~_|_SO 16
충분_|_XR 15
안개_|_NNG 15
비치_|_VV 15
듯_|_ECD 15
반갑_|_VA 15
소_|_NNG 15
똑같이_|_MAG 15
없다_|_VA 15
비슷_|_XR 15
젖_|_VV 15
용_|_NNG 15
다니까_|_EFN 15
빠르_|_VA 15
수염_|_NNG 15
살해_|_NNG 15
추적_|_NNG 15
구르_|_VV 15
던데_|_ECD 15
기운_|_NNG 15
일_|_NNM 15
청하_|_VV 15
가볍_|_VA 15
고요_|_EFN 15
습니까_|_EFQ 15
그릏_|_VA 15
신_|_XPN 15
나란히_|_MAG 15
헐떡거리_|_VV 15
동생_|_NNG 15
금발_|_NNG 15
물러서_|_VV 15
벗_|_VV 15
무겁_|_VA 15
기세_|_NNG 15
초_|_NNB 15
먼지_|_NNG 15
용서_|_NNG 15
침착_|_NNG 15
기뻐하_|_VV 15
일그러지_|_VV 15
달려오_|_VV 15
남편_|_NNG 15
꼬마_|_NNG 15
흘르_|_VV 15
흐느끼_|_VV 15
깨뜨리_|_VV 15
골_|_VV 15
글씨_|_NNG 15
장난_|_NNG 15
정원_|_NNG 15
유리_|_NNG 15
영원히_|_MAG 15
며칠_|_NNG 15
꿈_|_NNG 15
그레인_|_NNG 15
궁금하_|_VA 15
꼭대기_|_NNG 15
크리스털_|_NNG 15
가엾_|_VA 15
마라_|_NNG 15
형제_|_NNG 15
털어놓_|_VV 15
지나치_|_VV 15
감탄_|_NNG 15
단어_|_NNG 15
는구나_|_EFI 15
느도_|_UN 15
온_|_NNG 15
쏘_|_VV 15
햇살_|_NNG 15
구석_|_NNG 15
올해_|_NNG 15
말씀하_|_VV 15
꼴_|_NNG 15
학_|_NNG 15
발목_|_NNG 15
썩_|_MAG 15
어리_|_VA 15
절_|_NNG 15
셀_|_NNG 15
대_|_EFN 15
장례식_|_NNG 15
비난_|_NNG 14
온_|_MDT 14
넘기_|_VV 14
대리석_|_NNG 14
두려움_|_NNG 14
저쪽_|_NNG 14
지의_|_NNG 14
으라_|_EFO 14
끌어당기_|_VV 14
머뭇거리_|_VV 14
식_|_NNB 14
세계_|_NNG 14
넋_|_NNG 14
밝혀지_|_VV 14
턱_|_NNG 14
연락_|_NNG 14
라고요_|_EFN 14
물_|_VV 14
장식_|_NNG 14
병원_|_NNG 14
던지_|_ECD 14
역_|_NNG 14
다치_|_VV 14
참으로_|_MAG 14
강제_|_NNG 14
구_|_NNG 14
해내_|_VV 14
타오르_|_VV 14
살피_|_VV 14
커튼_|_NNG 14
사_|_NNG 14
드리_|_VV 14
화들짝_|_MAG 14
서두르_|_VV 14
부서지_|_VV 14
흘러내리_|_VV 14
쿵_|_MAG 14
장갑_|_NNG 14
이_|_NP 14
들이키_|_VV 14
감싸_|_VV 14
백_|_NNG 14
찢어지_|_VV 14
다시피_|_ECD 14
소중_|_XR 14
절반_|_NNG 14
개의_|_NNG 14
다행히_|_MAG 14
어리석_|_VA 14
말일_|_NNG 14
도중_|_NNG 14
그동안_|_NNG 14
이_|_NR 14
죽_|_NNG 14
주스_|_NNG 14
축_|_MAG 14
외우_|_VV 14
분_|_NNG 14
걸어오_|_VV 14
끝내_|_MAG 14
투_|_NNG 14
두들_|_NNG 14
어리_|_VV 14
호기심_|_NNG 14
생각나_|_VV 14
울부짖_|_VV 14
단단히_|_MAG 14
이마_|_NNG 14
가요_|_NNG 14
벨벳_|_NNG 14
자락_|_NNG 14
날으_|_VV 14
시끄럽_|_VA 14
푹_|_MAG 14
신음_|_NNG 14
잘되_|_VV 14
대로_|_JX 14
설탕_|_NNG 14
헤어지_|_VV 14
세요_|_NNP 14
시절_|_NNG 14
다이_|_NNG 14
후회_|_NNG 14
두고_|_NNP 14
주먹_|_NNG 14
T_|_OL 14
치_|_XSN 14
여섯_|_NR 14
보라_|_NNG 14
이빨_|_NNG 14
입구_|_NNG 14
붙이_|_VV 14
뽑_|_VV 14
피그_|_NNG 14
카드_|_NNG 14
으러_|_ECD 14
찾아보_|_VV 14
웃음소리_|_NNG 14
허둥지둥_|_MAG 14
작년_|_NNG 14
적_|_VV 14
브라운_|_NNG 14
옹_|_NNB 14
주기_|_NNG 13
불행_|_NNG 13
일어_|_NNG 13
시_|_VV 13
상은_|_NNG 13
편안_|_NNG 13
악수_|_NNG 13
애써_|_MAG 13
한번_|_NNG 13
명의_|_NNG 13
장담_|_NNG 13
자주_|_MAG 13
정확히_|_MAG 13
제대_|_NNG 13
의논_|_NNG 13
닥치_|_VV 13
30_|_NR 13
셈_|_NNB 13
목격_|_NNG 13
린_|_UN 13
가까이_|_NNG 13
소개_|_NNG 13
상하_|_VV 13
회색_|_NNG 13
로서_|_JKM 13
흩어지_|_VV 13
오래되_|_VV 13
새롭_|_VA 13
토_|_NNG 13
쫓아가_|_VV 13
줄짓_|_VV 13
아래층_|_NNG 13
드리우_|_VV 13
젖히_|_VV 13
소파_|_NNG 13
거리_|_VV 13
달아오르_|_VV 13
루시_|_NNG 13
모으_|_VV 13
높이_|_VV 13
사용하_|_VV 13
총애_|_NNG 13
의지_|_NNG 13
ㄹ라고_|_EFQ 13
일어서_|_VV 13
내쉬_|_VV 13
아름답_|_VA 13
사슬_|_NNG 13
인물_|_NNG 13
친하_|_VA 13
양쪽_|_NNG 13
헤드_|_NNG 13
무례_|_NNG 13
공_|_NNG 13
가져가_|_VV 13
그만두_|_VV 13
툭_|_MAG 13
박히_|_VV 13
레스_|_UN 13
나자_|_NNG 13
플_|_UN 13
응시_|_NNG 13
구먼_|_EFI 13
흔들리_|_VV 13
정확_|_NNG 13
판단_|_NNG 13
보통_|_NNG 13
마치_|_VV 13
장난감_|_NNG 13
일제히_|_MAG 13
차지_|_NNG 13
올라오_|_VV 13
응_|_UN 13
배우_|_VV 13
틀_|_NNG 13
멍_|_NNG 13
공부_|_NNG 13
약초_|_NNG 13
약_|_MDN 13
N_|_OL 13
반장_|_NNG 13
농담_|_NNG 13
재료_|_NNG 13
체포_|_NNG 13
니_|_VV 13
무섭_|_VA 13
한참_|_NNG 13
안_|_VV 13
더듬_|_VV 13
밟_|_VV 13
결심_|_NNG 13
어서_|_MAG 13
모이_|_VV 13
후플푸프_|_UN 13
과제_|_NNG 13
나선형_|_NNG 13
방울_|_NNG 13
독_|_NNG 13
약병_|_NNG 13
거꾸로_|_MAG 13
교장실_|_NNG 13
제발_|_MAG 13
간_|_NNB 13
아구_|_NNG 13
함성_|_NNG 13
트와이크로스_|_UN 13
절벽_|_NNG 13
사고_|_NNG 12
맞은편_|_NNG 12
곤란_|_NNG 12
난_|_NNG 12
최대한_|_NNG 12
역력_|_XR 12
소동_|_NNG 12
그러니까_|_MAC 12
도로_|_NNG 12
한두_|_MDN 12
양탄자_|_NNG 12
감옥_|_NNG 12
유명_|_NNG 12
치밀_|_VV 12
안녕히_|_MAG 12
변명_|_NNG 12
무사_|_NNG 12
빙빙_|_MAG 12
방해_|_NNG 12
이젠_|_NNP 12
으로서_|_JKM 12
떠다니_|_VV 12
이러_|_VV 12
사가_|_NNG 12
넌_|_NNB 12
뱉었_|_UN 12
말리_|_VV 12
트릭_|_NNG 12
쨍그랑_|_MAG 12
채우_|_VV 12
그런데_|_MAG 12
완벽_|_NNG 12
어르_|_VV 12
주인님_|_NNG 12
불쾌_|_XR 12
한바탕_|_MAG 12
퍼붓_|_VV 12
짜_|_VV 12
히_|_NNG 12
맞_|_XPN 12
넘겨주_|_VV 12
줄줄_|_MAG 12
껴안_|_VV 12
못마땅_|_XR 12
붙잡히_|_VV 12
마저_|_JX 12
부들부들_|_MAG 12
깔리_|_VV 12
치명적_|_NNG 12
가느다랗_|_VA 12
버로우_|_UN 12
속임수_|_NNG 12
12_|_NR 12
거실_|_NNG 12
새_|_MDT 12
경험_|_NNG 12
수가_|_NNG 12
지나치_|_VA 12
다섯_|_NR 12
아가씨_|_NNG 12
않_|_VXA 12
니요_|_ECD 12
가가_|_NNG 12
단단_|_XR 12
세_|_VA 12
눈부시_|_VA 12
멀쩡_|_XR 12
지치_|_VV 12
인생_|_NNG 12
삼키_|_VV 12
양_|_NNG 12
굉장_|_XR 12
차리_|_VV 12
갈아입_|_VV 12
가야_|_NNG 12
고대_|_NNG 12
성적_|_NNG 12
구하_|_VV 12
철저_|_NNG 12
자꾸_|_MAG 12
ㄴ데요_|_EFN 12
아무래도_|_MAG 12
히_|_XSN 12
행_|_NNG 12
삼촌_|_NNG 12
ㄴ데_|_ECD 12
이무기_|_NNG 12
들려주_|_VV 12
그대_|_NP 12
저울_|_NNG 12
트릴_|_NNG 12
곤_|_NNM 12
고아원_|_NNG 12
아슬아슬_|_MAG 12
술집_|_NNG 12
추격_|_NNG 12
울음_|_NNG 12
척_|_NNB 12
치_|_NNG 12
스스로_|_MAG 12
시신_|_NNG 12
성벽_|_NNG 12
떨치_|_VV 11
정부_|_NNG 11
는가_|_EFQ 11
다느니_|_ECE 11
......._|_SW 11
내다보_|_VV 11
그림_|_NNG 11
넬_|_UN 11
ㅂ니까_|_EFQ 11
싫어하_|_VV 11
에_|_JC 11
가짜_|_NNG 11
필사적_|_NNG 11
개인_|_NNG 11
소용_|_NNG 11
이따금_|_MAG 11
낫_|_VA 11
음에도_|_ECS 11
유감_|_NNG 11
파괴_|_NNG 11
라니_|_EFQ 11
지금쯤_|_NNG 11
흉내_|_NNG 11
꽥꽥거리_|_VV 11
동의_|_NNG 11
무성_|_XR 11
마르_|_VV 11
좁_|_VA 11
묻히_|_VV 11
신뢰_|_NNG 11
우뚝_|_MAG 11
오시_|_VV 11
긴장_|_NNG 11
몰리_|_VV 11
기_|_VV 11
아무렇_|_VA 11
되풀이_|_NNG 11
위대_|_XR 11
모금_|_NNM 11
함부로_|_MAG 11
실패_|_NNG 11
증오_|_NNG 11
여섯_|_NNG 11
해치우_|_VV 11
돌아가시_|_VV 11
같이_|_JKM 11
만큼_|_JX 11
발밑_|_NNG 11
유일_|_NNG 11
직_|_NNG 11
뚜껑_|_NNG 11
연_|_NNG 11
아가_|_NNG 11
수준_|_NNG 11
음_|_ETN 11
종종_|_MAG 11
꿀_|_NNG 11
물려받_|_VV 11
간절_|_XR 11
자식_|_NNG 11
랭_|_UN 11
치우_|_VV 11
훑어보_|_VV 11
둘_|_NR 11
안쪽_|_NNG 11
단둘_|_NNG 11
어색_|_XR 11
마_|_EFN 11
캄캄하_|_VA 11
부_|_XPN 11
자국_|_NNG 11
덤벼들_|_VV 11
저절로_|_MAG 11
맞이하_|_VV 11
초콜릿_|_NNG 11
잡히_|_VV 11
무리_|_NNG 11
되묻_|_VV 11
릴_|_NNM 11
태생_|_NNG 11
작별_|_NNG 11
해리도_|_NNG 11
9_|_NR 11
맴돌_|_VV 11
음식_|_NNG 11
꿀꺽_|_MAG 11
어야지_|_EFN 11
불편_|_NNG 11
몰_|_VV 11
부글부글_|_MAG 11
탄성_|_NNG 11
손잡이_|_NNG 11
똑똑히_|_MAG 11
런던_|_NNG 11
옷장_|_NNG 11
보라색_|_NNG 11
벌컥_|_MAG 11
축하_|_NNG 11
깔깔거리_|_VV 11
점심_|_NNG 11
낭비_|_NNG 11
날_|_VV 11
점술_|_NNG 11
출발_|_NNG 11
채_|_MAG 11
들르_|_VV 11
번쩍거리_|_VV 11
진지_|_XR 11
알_|_NNG 11
저것_|_NP 11
얘기_|_NNG 11
돌진_|_NNG 11
따_|_VV 11
예쁘_|_VA 11
따라오_|_VV 11
자유_|_NNG 11
소곤거리_|_VV 11
파이_|_NNG 11
등불_|_NNG 11
참석_|_NNG 11
스미드_|_UN 11
래번클로_|_UN 11
따뜻_|_XR 11
일찍_|_MAG 11
교직원_|_NNG 11
충고_|_NNG 11
팔꿈치_|_NNG 11
작문_|_NNG 11
설사_|_MAG 11
교과서_|_NNG 11
이야말로_|_JX 11
약이_|_NNG 11
마개_|_NNG 11
목적지_|_NNG 11
요_|_NNG 11
꾼_|_XSN 11
비키_|_VV 11
거절_|_NNG 11
스리_|_NNG 11
겐_|_UN 11
도서관_|_NNG 11
슬픔_|_NNG 11
무너지_|_VV 10
라니_|_NNP 10
쫙_|_MAG 10
창가_|_NNG 10
친애_|_NNG 10
털_|_VV 10
완전_|_NNG 10
오랜_|_MDT 10
친절_|_NNG 10
안심_|_NNG 10
헐떡이_|_VV 10
다음번_|_NNG 10
포기_|_NNG 10
민_|_NNG 10
난리_|_NNG 10
나타내_|_VV 10
데려오_|_VV 10
뭉_|_UN 10
꺼지_|_VV 10
대상_|_NNG 10
잘못_|_MAG 10
톡톡_|_MAG 10
띠_|_VV 10
본부_|_NNG 10
벌_|_NNG 10
목청_|_NNG 10
그놈_|_NP 10
최근_|_NNG 10
펴_|_VV 10
예의_|_NNG 10
일하_|_VV 10
들_|_VA 10
치료_|_NNG 10
자격_|_NNG 10
뒤지_|_VV 10
내뱉_|_VV 10
강_|_NNG 10
풀_|_NNG 10
거만_|_NNG 10
뛰어들_|_VV 10
호통_|_NNG 10
문지르_|_VV 10
발하_|_VV 10
갈색_|_NNG 10
등잔_|_NNG 10
쓰다듬_|_VV 10
하지_|_NNG 10
쟁반_|_NNG 10
술병_|_NNG 10
수백_|_NR 10
되찾_|_VV 10
부부_|_NNG 10
심드렁_|_MAG 10
다르_|_VV 10
살아남_|_VV 10
이건_|_NNP 10
니까요_|_ECD 10
그렇지만_|_MAC 10
안도_|_NNG 10
의도_|_NNG 10
기꺼이_|_MAG 10
푸르_|_VA 10
다양_|_NNG 10
엉뚱_|_XR 10
넘어가_|_VV 10
로군요_|_EFI 10
가기_|_NNG 10
떡갈나무_|_NNG 10
소유_|_NNG 10
침_|_NNG 10
가능성_|_NNG 10
레스트_|_NNG 10
분홍색_|_NNG 10
감돌_|_VV 10
뿜_|_VV 10
펼쳐지_|_VV 10
네요_|_EFN 10
옆구리_|_NNG 10
째려보_|_VV 10
늙은이_|_NNG 10
엄브릿지_|_UN 10
퉁퉁_|_MAG 10
대개_|_MAG 10
로구나_|_EFI 10
개인적_|_NNG 10
하세_|_NNG 10
여야_|_ECD 10
모임_|_NNG 10
다정_|_NNG 10
진심_|_NNG 10
상냥_|_XR 10
관계_|_NNG 10
특출_|_XR 10
몰리_|_NNG 10
파도_|_NNG 10
무렵_|_NNB 10
이리_|_MAG 10
베개_|_NNG 10
무_|_NNG 10
나랑_|_MAG 10
짜리_|_XSN 10
플뢰_|_UN 10
모우_|_NNG 10
닝_|_UN 10
드디어_|_MAG 10
어젯밤_|_NNG 10
꽥_|_MAG 10
아_|_JKI 10
여쭈_|_VV 10
날아오_|_VV 10
더러_|_MAG 10
재촉_|_NNG 10
짙_|_VA 10
꽃_|_NNG 10
가치_|_NNG 10
팔리_|_VV 10
평범_|_XR 10
튕기_|_VV 10
쌀쌀맞_|_VA 10
달팽이_|_NNG 10
